id,name,status,species,type,gender,origin_name,location_name,image,url,episode_count
753,Space Cruiser,Alive,Robot,Artificial Intelligence,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/753.jpeg,https://rickandmortyapi.com/api/character/753,2
754,Coop,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/754.jpeg,https://rickandmortyapi.com/api/character/754,1
755,Dwayne,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/755.jpeg,https://rickandmortyapi.com/api/character/755,1
756,Franklin D. Roosevelt,Dead,Humanoid,Guinea Pig for the Polio Vaccine,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/756.jpeg,https://rickandmortyapi.com/api/character/756,1
757,President's General,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/757.jpeg,https://rickandmortyapi.com/api/character/757,2
758,Giant Assassin Hidden in the Statue of Liberty,Alive,Robot,,Female,France,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/758.jpeg,https://rickandmortyapi.com/api/character/758,1
759,Turkey Morty,Alive,Animal,Turkey,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/759.jpeg,https://rickandmortyapi.com/api/character/759,1
760,Turkey Rick,Alive,Animal,Turkey,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/760.jpeg,https://rickandmortyapi.com/api/character/760,1
761,Turkey President Curtis,Alive,Animal,Turkey,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/761.jpeg,https://rickandmortyapi.com/api/character/761,1
762,Martínez,Dead,Animal,Turkey,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/762.jpeg,https://rickandmortyapi.com/api/character/762,1
763,Marvin,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/763.jpeg,https://rickandmortyapi.com/api/character/763,1
764,Jackey,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/764.jpeg,https://rickandmortyapi.com/api/character/764,1
765,Native Alien,Alive,Alien,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/765.jpeg,https://rickandmortyapi.com/api/character/765,1
766,Pilgrim Alien,Alive,Alien,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/766.jpeg,https://rickandmortyapi.com/api/character/766,1
767,President Turkey,Dead,Humanoid,Turkey Human Mix,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/767.jpeg,https://rickandmortyapi.com/api/character/767,1
768,Mary-Lou,Alive,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/768.jpeg,https://rickandmortyapi.com/api/character/768,1
769,Big Fat rick,unknown,Human,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/769.jpeg,https://rickandmortyapi.com/api/character/769,1
770,Hothead Rick,Dead,Human,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/770.jpeg,https://rickandmortyapi.com/api/character/770,1
771,Ricardo Montoya,unknown,Human,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/771.jpeg,https://rickandmortyapi.com/api/character/771,1
772,Wrap-it-up Little Rick,Dead,Human,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/772.jpeg,https://rickandmortyapi.com/api/character/772,1
773,Yo-yo Rick,unknown,Human,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/773.jpeg,https://rickandmortyapi.com/api/character/773,1
774,Voiceoverian,Dead,Alien,Parasite,unknown,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/774.jpeg,https://rickandmortyapi.com/api/character/774,1
775,Voiceoverian,Dead,Alien,Parasite,unknown,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/775.jpeg,https://rickandmortyapi.com/api/character/775,1
776,Gotron Pilot,Dead,Human,Anime,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/776.jpeg,https://rickandmortyapi.com/api/character/776,1
777,Gotron Pilot,Dead,Human,Anime,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/777.jpeg,https://rickandmortyapi.com/api/character/777,1
778,Gotron Pilot,Dead,Human,Anime,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/778.jpeg,https://rickandmortyapi.com/api/character/778,1
779,Young Memory Rick,Alive,Human,Memory,Male,Birdperson's Consciousness,Rick's Memories,https://rickandmortyapi.com/api/character/avatar/779.jpeg,https://rickandmortyapi.com/api/character/779,1
780,Memory Tammy,Dead,Human,Memory,Female,Birdperson's Consciousness,Birdperson's Consciousness,https://rickandmortyapi.com/api/character/avatar/780.jpeg,https://rickandmortyapi.com/api/character/780,1
781,Rick's Garage,Alive,Robot,Artificial Intelligence,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/781.jpeg,https://rickandmortyapi.com/api/character/781,1
782,Memory Squanchy,Dead,Alien,Memory,Male,Birdperson's Consciousness,Birdperson's Consciousness,https://rickandmortyapi.com/api/character/avatar/782.jpeg,https://rickandmortyapi.com/api/character/782,1
783,Memory Rick,Dead,Human,Memory,Male,Birdperson's Consciousness,Birdperson's Consciousness,https://rickandmortyapi.com/api/character/avatar/783.jpeg,https://rickandmortyapi.com/api/character/783,1
784,Memory Rick,Dead,Human,Memory,Male,Birdperson's Consciousness,Birdperson's Consciousness,https://rickandmortyapi.com/api/character/avatar/784.jpeg,https://rickandmortyapi.com/api/character/784,1
785,Memory Geardude,Dead,Alien,Memory,Male,Birdperson's Consciousness,Birdperson's Consciousness,https://rickandmortyapi.com/api/character/avatar/785.jpeg,https://rickandmortyapi.com/api/character/785,1
786,Birdperson & Tammy's Child,Alive,Humanoid,Bird-Person Human Mix,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/786.jpeg,https://rickandmortyapi.com/api/character/786,1
787,Two Crows,Alive,Animal,Crow,unknown,Earth (Replacement Dimension),Rick and Two Crows Planet,https://rickandmortyapi.com/api/character/avatar/787.jpeg,https://rickandmortyapi.com/api/character/787,2
788,Mr. Cookie President,Alive,Alien,Cookie,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/788.jpeg,https://rickandmortyapi.com/api/character/788,1
789,Nick,Dead,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/789.jpeg,https://rickandmortyapi.com/api/character/789,1
790,Harold (Garbage Goober),Alive,Alien,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/790.jpeg,https://rickandmortyapi.com/api/character/790,1
791,Harold's Wife,Alive,Alien,,Female,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/791.jpeg,https://rickandmortyapi.com/api/character/791,1
792,Alien Crow,Dead,Alien,Crow,Male,Avian Planet,Avian Planet,https://rickandmortyapi.com/api/character/avatar/792.jpeg,https://rickandmortyapi.com/api/character/792,1
793,Alien Crow,Dead,Alien,Crow,Female,Avian Planet,Avian Planet,https://rickandmortyapi.com/api/character/avatar/793.jpeg,https://rickandmortyapi.com/api/character/793,1
794,Samansky,Dead,Alien,Normal Size Bug,Male,Normal Size Bug Dimension,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/794.jpeg,https://rickandmortyapi.com/api/character/794,1
795,Palicki,Alive,Alien,Normal Size Bug,Male,Normal Size Bug Dimension,Normal Size Bug Dimension,https://rickandmortyapi.com/api/character/avatar/795.jpeg,https://rickandmortyapi.com/api/character/795,1
796,Sarge,Alive,Alien,Normal Size Bug,Male,Normal Size Bug Dimension,Normal Size Bug Dimension,https://rickandmortyapi.com/api/character/avatar/796.jpeg,https://rickandmortyapi.com/api/character/796,1
797,Slartivartian,Dead,Alien,Slartivartian,Male,Slartivart,Slartivart,https://rickandmortyapi.com/api/character/avatar/797.jpeg,https://rickandmortyapi.com/api/character/797,1
798,Ferkusian,Alive,Alien,Ferkusian,Male,Ferkus 9,Ferkus 9,https://rickandmortyapi.com/api/character/avatar/798.jpeg,https://rickandmortyapi.com/api/character/798,1
799,Morglutzian,Dead,Alien,Morglutzian,Male,Morglutz,Morglutz,https://rickandmortyapi.com/api/character/avatar/799.jpeg,https://rickandmortyapi.com/api/character/799,1
800,Super Turkey,Dead,Humanoid,Turkey Human Mix,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/800.jpeg,https://rickandmortyapi.com/api/character/800,1
801,7+7 Years Old Morty,unknown,Human,,Male,Citadel of Ricks,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/801.jpeg,https://rickandmortyapi.com/api/character/801,1
802,26 Years Old Morty,Dead,Human,,Male,Citadel of Ricks,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/802.jpeg,https://rickandmortyapi.com/api/character/802,1
803,40 Years Old Morty,unknown,Human,,Male,Citadel of Ricks,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/803.jpeg,https://rickandmortyapi.com/api/character/803,1
804,Andy,unknown,Human,Mascot,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/804.jpeg,https://rickandmortyapi.com/api/character/804,1
805,Baby Mouse Skin Morty,Alive,Human,,Male,Citadel of Ricks,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/805.jpeg,https://rickandmortyapi.com/api/character/805,1
806,Metaphor for Capitalism,Dead,Humanoid,,Male,Citadel of Ricks,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/806.jpeg,https://rickandmortyapi.com/api/character/806,1
807,Beth Sanchez,Dead,Human,,Female,Earth (C-137),Rick's Memories,https://rickandmortyapi.com/api/character/avatar/807.jpeg,https://rickandmortyapi.com/api/character/807,1
808,Crow Scare,Alive,Humanoid,Scarecrow,Male,Rick and Two Crows Planet,Rick and Two Crows Planet,https://rickandmortyapi.com/api/character/avatar/808.jpeg,https://rickandmortyapi.com/api/character/808,1
809,Pussifer,Dead,Animal,Tiger,Male,Rick and Two Crows Planet,Rick and Two Crows Planet,https://rickandmortyapi.com/api/character/avatar/809.jpeg,https://rickandmortyapi.com/api/character/809,1
810,Stan Lee Rick,unknown,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/810.jpeg,https://rickandmortyapi.com/api/character/810,1
811,Re-Build-a-Morty Morty,unknown,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/811.jpeg,https://rickandmortyapi.com/api/character/811,1
812,Deformed Morty,Dead,Humanoid,,Male,Citadel of Ricks,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/812.jpeg,https://rickandmortyapi.com/api/character/812,1
813,Crow Horse,Alive,Robot,Crow Horse,unknown,Rick and Two Crows Planet,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/813.jpeg,https://rickandmortyapi.com/api/character/813,1
814,Bald Rick,Dead,Human,,Male,unknown,Rick's Memories,https://rickandmortyapi.com/api/character/avatar/814.jpeg,https://rickandmortyapi.com/api/character/814,1
815,Punk Rick,Dead,Human,,Male,unknown,Rick's Memories,https://rickandmortyapi.com/api/character/avatar/815.jpeg,https://rickandmortyapi.com/api/character/815,1
816,Party Rick,Dead,Human,,Male,unknown,Rick's Memories,https://rickandmortyapi.com/api/character/avatar/816.jpeg,https://rickandmortyapi.com/api/character/816,1
817,Scar Rick,Dead,Human,,Male,unknown,Rick's Memories,https://rickandmortyapi.com/api/character/avatar/817.jpeg,https://rickandmortyapi.com/api/character/817,1
818,Long Hair Rick,unknown,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/818.jpeg,https://rickandmortyapi.com/api/character/818,1
819,Redhead Rick,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/819.jpeg,https://rickandmortyapi.com/api/character/819,1
820,Redhead Morty,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/820.jpeg,https://rickandmortyapi.com/api/character/820,1
821,Gotron,unknown,Robot,Ferret Robot,Genderless,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/821.jpeg,https://rickandmortyapi.com/api/character/821,1
822,Young Jerry,unknown,Human,,Male,Earth (Unknown dimension),Earth (Unknown dimension),https://rickandmortyapi.com/api/character/avatar/822.jpeg,https://rickandmortyapi.com/api/character/822,1
823,Young Beth,unknown,Human,,Female,Earth (Unknown dimension),Earth (Unknown dimension),https://rickandmortyapi.com/api/character/avatar/823.jpeg,https://rickandmortyapi.com/api/character/823,1
824,Young Beth,unknown,Human,,Female,Earth (Unknown dimension),Earth (Unknown dimension),https://rickandmortyapi.com/api/character/avatar/824.jpeg,https://rickandmortyapi.com/api/character/824,1
825,Young Jerry,unknown,Human,,Male,Earth (Unknown dimension),Earth (Unknown dimension),https://rickandmortyapi.com/api/character/avatar/825.jpeg,https://rickandmortyapi.com/api/character/825,1
826,Butter Robot,Alive,Robot,Passing Butter Robot,Genderless,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/826.jpeg,https://rickandmortyapi.com/api/character/826,1
